index,Cell type,test,material,time (hr),concentration (ug/ml),viability (%),Hydrodynamic diameter (nm),Zeta potential (mV),mcd,electronegativity,rox,radii,source
665,SHSY5Y,MTT,Fe3O4,24,15,63.958,21.8,23.6,2.93255132,2.75,-0.239,1.4,original
666,SHSY5Y,MTT,Fe3O4,24,20,45.417,21.8,53.8,2.93255132,2.75,-0.239,1.4,original
667,SHSY5Y,MTT,Fe3O4,24,25,36.458,21.8,25.67,2.93255132,2.75,-0.239,1.4,original
668,SHSY5Y,MTT,Fe3O4,24,5,97.292,31.4,-6.73,2.93255132,2.75,-0.239,1.4,original
669,SHSY5Y,MTT,Fe3O4,24,10,93.958,31.4,20.02,2.93255132,2.75,-0.239,1.4,original
670,SHSY5Y,MTT,Fe3O4,24,15,87.083,31.4,-3.605,2.93255132,2.75,-0.239,1.4,original
671,SHSY5Y,MTT,Fe3O4,24,20,82.5,31.4,-3.605,2.93255132,2.75,-0.239,1.4,original
672,SHSY5Y,MTT,Fe3O4,24,25,74.167,31.4,-17.015,2.93255132,2.75,-0.239,1.4,original
673,SHSY5Y,MTT,Fe3O4,24,5,92.5,56.7,18.35,2.93255132,2.75,-0.239,1.4,original
674,SHSY5Y,MTT,Fe3O4,24,10,90.625,56.7,17.88,2.93255132,2.75,-0.239,1.4,original
675,SHSY5Y,MTT,Fe3O4,24,15,86.25,56.7,17.88,2.93255132,2.75,-0.239,1.4,original
676,SHSY5Y,MTT,Fe3O4,24,20,84.167,56.7,-18.745,2.93255132,2.75,-0.239,1.4,original
677,SHSY5Y,MTT,Fe3O4,24,25,79.792,56.7,-33.83,2.93255132,2.75,-0.239,1.4,original
678,SHSY5Y,MTT,Fe3O4,48,10,88.254,71,71.7,2.93255132,2.75,-0.239,1.4,original
679,SHSY5Y,MTT,Fe3O4,48,25,67.143,71,71.7,2.93255132,2.75,-0.239,1.4,original
680,SHSY5Y,MTT,Fe3O4,48,50,10,71,71.7,2.93255132,2.75,-0.239,1.4,original
681,SHSY5Y,MTT,Fe3O4,48,100,11.587,71,71.7,2.93255132,2.75,-0.239,1.4,original
682,SHSY5Y,MTT,Fe3O4,48,25,90.794,42.3,-8.72,2.93255132,2.75,-0.239,1.4,original
683,SHSY5Y,MTT,Fe3O4,48,50,94.921,42.3,-8.72,2.93255132,2.75,-0.239,1.4,original
684,SHSY5Y,MTT,Fe3O4,48,100,115.4,42.3,-8.72,2.93255132,2.75,-0.239,1.4,original
685,SHSY5Y,MTT,Fe3O4,48,200,103.17,42.3,-8.72,2.93255132,2.75,-0.239,1.4,original
686,SHSY5Y,MTT,Fe3O4,48,5,51.746,28,70.76,2.93255132,2.75,-0.239,1.4,original
687,SHSY5Y,MTT,Fe3O4,48,10,38.889,28,70.76,2.93255132,2.75,-0.239,1.4,original
688,SHSY5Y,MTT,Fe3O4,48,25,20.317,28,70.76,2.93255132,2.75,-0.239,1.4,original
689,SHSY5Y,MTT,Fe3O4,48,50,13.651,28,70.76,2.93255132,2.75,-0.239,1.4,original
690,SHSY5Y,MTT,Fe3O4,48,10,70.635,78.3,45.32,2.93255132,2.75,-0.239,1.4,original
691,SHSY5Y,MTT,Fe3O4,48,25,42.381,78.3,45.32,2.93255132,2.75,-0.239,1.4,original
692,SHSY5Y,MTT,Fe3O4,48,50,23.968,78.3,45.32,2.93255132,2.75,-0.239,1.4,original
693,SHSY5Y,MTT,Fe3O4,48,100,12.063,78.3,45.32,2.93255132,2.75,-0.239,1.4,original
694,SHSY5Y,MTT,Fe3O4,48,25,90.095,71,71.7,2.93255132,2.75,-0.239,1.4,original
695,SHSY5Y,MTT,Fe3O4,48,50,85.333,71,71.7,2.93255132,2.75,-0.239,1.4,original
696,SHSY5Y,MTT,Fe3O4,48,100,79.429,71,71.7,2.93255132,2.75,-0.239,1.4,original
697,SHSY5Y,MTT,Fe3O4,48,200,55.81,71,71.7,2.93255132,2.75,-0.239,1.4,original
698,SHSY5Y,MTT,Fe3O4,48,25,100.19,42.3,-8.72,2.93255132,2.75,-0.239,1.4,original
699,SHSY5Y,MTT,Fe3O4,48,50,93.333,42.3,-8.72,2.93255132,2.75,-0.239,1.4,original
700,SHSY5Y,MTT,Fe3O4,48,100,120.38,42.3,-8.72,2.93255132,2.75,-0.239,1.4,original
701,SHSY5Y,MTT,Fe3O4,48,200,96.952,42.3,-8.72,2.93255132,2.75,-0.239,1.4,original
702,SHSY5Y,MTT,Fe3O4,48,25,89.333,28,70.76,2.93255132,2.75,-0.239,1.4,original
703,SHSY5Y,MTT,Fe3O4,48,50,90.667,28,70.76,2.93255132,2.75,-0.239,1.4,original
704,SHSY5Y,MTT,Fe3O4,48,100,67.81,28,70.76,2.93255132,2.75,-0.239,1.4,original
705,SHSY5Y,MTT,Fe3O4,48,200,48.952,28,70.76,2.93255132,2.75,-0.239,1.4,original
706,SHSY5Y,MTT,Fe3O4,48,25,137.9,78.3,45.32,2.93255132,2.75,-0.239,1.4,original
707,SHSY5Y,MTT,Fe3O4,48,50,114.1,78.3,45.32,2.93255132,2.75,-0.239,1.4,original
708,SHSY5Y,MTT,Fe3O4,48,100,82.095,78.3,45.32,2.93255132,2.75,-0.239,1.4,original
709,SHSY5Y,MTT,Fe3O4,48,200,70.095,78.3,45.32,2.93255132,2.75,-0.239,1.4,original
710,SHSY5Y,MTT,Fe3O4,6,1,100.97,25,-8.72,2.93255132,2.75,-0.239,1.4,original
711,SHSY5Y,MTT,Fe3O4,6,5,97.742,25,-8.72,2.93255132,2.75,-0.239,1.4,original
712,SHSY5Y,MTT,Fe3O4,6,10,95.161,25,-8.72,2.93255132,2.75,-0.239,1.4,original
713,SHSY5Y,MTT,Fe3O4,6,50,96.935,25,-8.72,2.93255132,2.75,-0.239,1.4,original
714,SHSY5Y,MTT,Fe3O4,6,100,95.161,25,-8.72,2.93255132,2.75,-0.239,1.4,original
715,SHSY5Y,MTT,Fe3O4,24,1,97.742,25,-8.72,2.93255132,2.75,-0.239,1.4,original
716,SHSY5Y,MTT,Fe3O4,24,5,95.645,25,-8.72,2.93255132,2.75,-0.239,1.4,original
717,SHSY5Y,NRU,Fe3O4,24,10,92.19,25,-8.72,2.93255132,2.75,-0.239,1.4,original
718,SHSY5Y,NRU,Fe3O4,24,50,87.07,25,-8.72,2.93255132,2.75,-0.239,1.4,original
719,SHSY5Y,NRU,Fe3O4,24,100,84.34,25,-8.72,2.93255132,2.75,-0.239,1.4,original
720,SHSY5Y,NRU,Fe3O4,48,1,97.742,25,-8.72,2.93255132,2.75,-0.239,1.4,original
721,SHSY5Y,NRU,Fe3O4,48,5,92.742,25,-8.72,2.93255132,2.75,-0.239,1.4,original
722,SHSY5Y,NRU,Fe3O4,48,10,88.72,25,-8.72,2.93255132,2.75,-0.239,1.4,original
723,SHSY5Y,NRU,Fe3O4,48,50,82.34,25,-8.72,2.93255132,2.75,-0.239,1.4,original
724,SHSY5Y,NRU,Fe3O4,48,100,78.89,25,-8.72,2.93255132,2.75,-0.239,1.4,original
725,SHSY5Y,NRU,Fe3O4,48,0.1,89.374,15.84,-43.29,2.93255132,2.75,-0.239,1.4,original
726,SHSY5Y,NRU,Fe3O4,48,3,75.089,15.84,-43.29,2.93255132,2.75,-0.239,1.4,original
727,SHSY5Y,NRU,Fe3O4,48,10,64.109,15.84,-43.29,2.93255132,2.75,-0.239,1.4,original
728,SHSY5Y,NRU,Fe3O4,48,30,25.4,15.84,-43.29,2.93255132,2.75,-0.239,1.4,original
729,SHSY5Y,NRU,Fe3O4,48,60,14.71,15.84,-43.29,2.93255132,2.75,-0.239,1.4,original
730,SHSY5Y,NRU,Fe3O4,48,100,5.51,15.84,-43.29,2.93255132,2.75,-0.239,1.4,original
731,SHSY5Y,NRU,Fe3O4,48,0.1,91.499,24.59,-14.25,2.93255132,2.75,-0.239,1.4,original
732,SHSY5Y,NRU,Fe3O4,48,3,80.283,24.59,-14.25,2.93255132,2.75,-0.239,1.4,original
733,SHSY5Y,NRU,Fe3O4,48,10,64.7,24.59,-14.25,2.93255132,2.75,-0.239,1.4,original
734,SHSY5Y,NRU,Fe3O4,48,30,30.61,24.59,-14.25,2.93255132,2.75,-0.239,1.4,original
735,SHSY5Y,NRU,Fe3O4,48,60,16.6,24.59,-14.25,2.93255132,2.75,-0.239,1.4,original
736,SHSY5Y,NRU,Fe3O4,48,100,8.6,24.59,-14.25,2.93255132,2.75,-0.239,1.4,original
737,SHSY5Y,NRU,Fe3O4,48,0.1,93.152,81.8,-8.6,2.93255132,2.75,-0.239,1.4,original
738,SHSY5Y,NRU,Fe3O4,48,3,90.201,81.8,-8.6,2.93255132,2.75,-0.239,1.4,original
739,SHSY5Y,NRU,Fe3O4,48,10,76.505,81.8,-8.6,2.93255132,2.75,-0.239,1.4,original
740,SHSY5Y,NRU,Fe3O4,48,30,57.4,81.8,-8.6,2.93255132,2.75,-0.239,1.4,original
741,SHSY5Y,NRU,Fe3O4,48,60,37.61,81.8,-8.6,2.93255132,2.75,-0.239,1.4,original
742,SHSY5Y,NRU,Fe3O4,48,100,11.51,81.8,-8.6,2.93255132,2.75,-0.239,1.4,original
743,SHSY5Y,NRU,Fe3O4,48,0.1,87.557,15.84,-43.29,2.93255132,2.75,-0.239,1.4,original
744,SHSY5Y,NRU,Fe3O4,48,3,75.452,15.84,-43.29,2.93255132,2.75,-0.239,1.4,original
745,SHSY5Y,NRU,Fe3O4,48,10,60.52,15.84,-43.29,2.93255132,2.75,-0.239,1.4,original
746,SHSY5Y,NRU,Fe3O4,48,30,26.4,15.84,-43.29,2.93255132,2.75,-0.239,1.4,original
747,SHSY5Y,NRU,Fe3O4,48,60,15.11,15.84,-43.29,2.93255132,2.75,-0.239,1.4,original
748,SHSY5Y,NRU,Fe3O4,48,100,6,15.84,-43.29,2.93255132,2.75,-0.239,1.4,original
749,SHSY5Y,NRU,Fe3O4,48,0.1,90.724,24.59,-14.25,2.93255132,2.75,-0.239,1.4,original
750,SHSY5Y,NRU,Fe3O4,48,3,78.394,24.59,-14.25,2.93255132,2.75,-0.239,1.4,original
751,SHSY5Y,NRU,Fe3O4,48,10,64.706,24.59,-14.25,2.93255132,2.75,-0.239,1.4,original
752,SHSY5Y,NRU,Fe3O4,48,30,41.17,24.59,-14.25,2.93255132,2.75,-0.239,1.4,original
753,SHSY5Y,NRU,Fe3O4,48,60,20.61,24.59,-14.25,2.93255132,2.75,-0.239,1.4,original
754,SHSY5Y,NRU,Fe3O4,48,100,11.425,24.59,-14.25,2.93255132,2.75,-0.239,1.4,original
755,SHSY5Y,NRU,Fe3O4,48,0.1,91.629,81.8,-8.6,2.93255132,2.75,-0.239,1.4,original
756,SHSY5Y,NRU,Fe3O4,48,3,87.557,81.8,-8.6,2.93255132,2.75,-0.239,1.4,original
757,SHSY5Y,NRU,Fe3O4,48,10,78.733,81.8,-8.6,2.93255132,2.75,-0.239,1.4,original
758,SHSY5Y,NRU,Fe3O4,48,30,46.833,81.8,-8.6,2.93255132,2.75,-0.239,1.4,original
759,SHSY5Y,NRU,Fe3O4,48,60,31.674,81.8,-8.6,2.93255132,2.75,-0.239,1.4,original
760,SHSY5Y,NRU,Fe3O4,48,100,15.837,81.8,-8.6,2.93255132,2.75,-0.239,1.4,original
761,SHSY5Y,NRU,Fe3O4,24,1,100,114,12.05,2.93255132,2.75,-0.239,1.4,original
762,SHSY5Y,NRU,Fe3O4,24,5,98.305,114,28.8,2.93255132,2.75,-0.239,1.4,original
763,SHSY5Y,NRU,Fe3O4,24,25,77.331,114,10.285,2.93255132,2.75,-0.239,1.4,original
764,SHSY5Y,NRU,Fe3O4,24,50,65.89,114,-39.65,2.93255132,2.75,-0.239,1.4,original
765,SHSY5Y,NRU,Fe3O4,24,100,54.661,114,-39.65,2.93255132,2.75,-0.239,1.4,original
766,SHSY5Y,NRU,Fe3O4,24,200,45.975,114,-31.7,2.93255132,2.75,-0.239,1.4,original
767,SHSY5Y,NRU,Fe3O4,24,400,45.339,114,-5.95,2.93255132,2.75,-0.239,1.4,original
768,SHSY5Y,NRU,Fe3O4,24,1,106.28,114,71.7,2.93255132,2.75,-0.239,1.4,original
769,SHSY5Y,NRU,Fe3O4,24,5,100,114,71.7,2.93255132,2.75,-0.239,1.4,original
770,SHSY5Y,NRU,Fe3O4,24,25,91.498,114,-36.45,2.93255132,2.75,-0.239,1.4,original
771,SHSY5Y,NRU,Fe3O4,24,50,85.83,114,-28.16,2.93255132,2.75,-0.239,1.4,original
772,SHSY5Y,NRU,Fe3O4,24,100,80.162,114,-47.6,2.93255132,2.75,-0.239,1.4,original
773,SHSY5Y,NRU,Fe3O4,24,200,69.838,114,-31.7,2.93255132,2.75,-0.239,1.4,original
774,SHSY5Y,NRU,Fe3O4,24,400,52.227,114,-5.95,2.93255132,2.75,-0.239,1.4,original
775,SHSY5Y,NRU,Fe3O4,24,50,110.02,35,-10.14,2.93255132,2.75,-0.239,1.4,original
776,SHSY5Y,NRU,Fe3O4,24,100,123.42,23,-18.88,2.93255132,2.75,-0.239,1.4,original
777,SHSY5Y,MTT,ZnO,24,200,111.47,25,-13,2.272727273,2.545,-0.7618,1.35,original
778,SHSY5Y,MTT,ZnO,24,50,114.7,45,-10.14,2.272727273,2.545,-0.7618,1.35,original
779,SHSY5Y,MTT,ZnO,24,100,103.72,17.5,-22.4,2.272727273,2.545,-0.7618,1.35,original
780,SHSY5Y,MTT,ZnO,24,200,108.89,25,-13,2.272727273,2.545,-0.7618,1.35,original
781,SHSY5Y,MTT,ZnO,24,50,109.37,35,-10.14,2.272727273,2.545,-0.7618,1.35,original
782,SHSY5Y,MTT,ZnO,24,100,108.89,7,-33.7,2.272727273,2.545,-0.7618,1.35,original
783,SHSY5Y,MTT,ZnO,24,200,116.64,153.88,-20.5,2.272727273,2.545,-0.7618,1.35,original
784,SHSY5Y,MTT,ZnO,24,0.5,91.139,5,-119.5,2.272727273,2.545,-0.7618,1.35,original
785,SHSY5Y,MTT,ZnO,24,1,90.416,5,-88.25,2.272727273,2.545,-0.7618,1.35,original
786,SHSY5Y,MTT,ZnO,24,2,87.523,5,-36.5,2.272727273,2.545,-0.7618,1.35,original
787,SHSY5Y,MTT,ZnO,24,4,73.237,5,-43.7,2.272727273,2.545,-0.7618,1.35,original
788,SHSY5Y,MTT,ZnO,24,0.5,90.958,30,-8.72,2.272727273,2.545,-0.7618,1.35,original
789,SHSY5Y,MTT,ZnO,24,1,89.873,30,20.27,2.272727273,2.545,-0.7618,1.35,original
790,SHSY5Y,MTT,ZnO,24,2,88.608,30,-8.72,2.272727273,2.545,-0.7618,1.35,original
791,SHSY5Y,MTT,ZnO,24,4,87.523,30,-6.475,2.272727273,2.545,-0.7618,1.35,original
792,SHSY5Y,MTT,ZnO,24,0.5,98.192,70,28.8,2.272727273,2.545,-0.7618,1.35,original
793,SHSY5Y,MTT,ZnO,24,1,93.49,70,28.8,2.272727273,2.545,-0.7618,1.35,original
794,SHSY5Y,MTT,ZnO,24,2,91.628,70,28.8,2.272727273,2.545,-0.7618,1.35,original
795,SHSY5Y,MTT,ZnO,24,4,89.873,70,28.8,2.272727273,2.545,-0.7618,1.35,original
796,SHSY5Y,MTT,ZnO,24,6.25,87.687,20,26.4,2.272727273,2.545,-0.7618,1.35,original
797,SHSY5Y,MTT,ZnO,24,12.5,83.582,20,37.28,2.272727273,2.545,-0.7618,1.35,original
798,SHSY5Y,MTT,ZnO,24,25,79.291,20,20.27,2.272727273,2.545,-0.7618,1.35,original
799,SHSY5Y,MTT,ZnO,24,50,82.276,20,8.29,2.272727273,2.545,-0.7618,1.35,original
800,SHSY5Y,MTT,ZnO,24,6.25,96.828,50,34.605,2.272727273,2.545,-0.7618,1.35,original
801,SHSY5Y,MTT,ZnO,24,12.5,94.403,50,-33,2.272727273,2.545,-0.7618,1.35,original
802,SHSY5Y,MTT,ZnO,24,25,89.552,50,-33.4,2.272727273,2.545,-0.7618,1.35,original
803,SHSY5Y,MTT,ZnO,24,50,57.649,50,18.35,2.272727273,2.545,-0.7618,1.35,original
804,SHSY5Y,MTT,ZnO,24,6.25,101.49,100,-1.46,2.272727273,2.545,-0.7618,1.35,original
805,SHSY5Y,MTT,ZnO,24,12.5,102.24,100,-4.845,2.272727273,2.545,-0.7618,1.35,original
806,SHSY5Y,MTT,ZnO,24,25,95.522,100,-4.845,2.272727273,2.545,-0.7618,1.35,original
807,SHSY5Y,NRU,ZnO,24,50,102.8,100,-28.16,2.272727273,2.545,-0.7618,1.35,original
808,SHSY5Y,NRU,ZnO,24,6.25,98.556,25,-8.72,2.272727273,2.545,-0.7618,1.35,original
809,SHSY5Y,NRU,ZnO,24,12.5,94.404,25,-8.72,2.272727273,2.545,-0.7618,1.35,original
810,SHSY5Y,NRU,ZnO,24,25,74.007,25,-8.72,2.272727273,2.545,-0.7618,1.35,original
811,SHSY5Y,NRU,ZnO,24,50,43.863,25,-8.72,2.272727273,2.545,-0.7618,1.35,original
812,SHSY5Y,NRU,ZnO,24,6.25,88.267,30,-8.72,2.272727273,2.545,-0.7618,1.35,original
813,SHSY5Y,NRU,ZnO,24,12.5,79.964,30,-8.72,2.272727273,2.545,-0.7618,1.35,original
814,SHSY5Y,NRU,ZnO,24,25,78.7,30,-8.72,2.272727273,2.545,-0.7618,1.35,original
815,SHSY5Y,NRU,ZnO,24,50,68.592,30,-8.72,2.272727273,2.545,-0.7618,1.35,original
816,SHSY5Y,NRU,ZnO,24,6.25,100.36,80,-8.72,2.272727273,2.545,-0.7618,1.35,original
817,SHSY5Y,NRU,ZnO,24,12.5,99.097,80,-8.72,2.272727273,2.545,-0.7618,1.35,original
818,SHSY5Y,NRU,ZnO,24,25,93.682,80,-8.72,2.272727273,2.545,-0.7618,1.35,original
819,SHSY5Y,NRU,ZnO,24,50,85.921,80,-8.72,2.272727273,2.545,-0.7618,1.35,original
820,SHSY5Y,NRU,ZnO,24,6.25,87.726,100,-8.72,2.272727273,2.545,-0.7618,1.35,original
821,SHSY5Y,NRU,ZnO,24,12.5,93.141,100,-8.72,2.272727273,2.545,-0.7618,1.35,original
822,SHSY5Y,NRU,ZnO,24,25,83.574,100,-8.72,2.272727273,2.545,-0.7618,1.35,original
823,SHSY5Y,NRU,ZnO,24,50,87.184,100,-8.72,2.272727273,2.545,-0.7618,1.35,original
824,SHSY5Y,NRU,ZnO,24,7.5,91.682,108.8,36.3,2.272727273,2.545,-0.7618,1.35,original
825,SHSY5Y,NRU,ZnO,24,15,91.682,39.33,-15.9,2.272727273,2.545,-0.7618,1.35,original
826,SHSY5Y,NRU,ZnO,24,30,92.25,27.5,-3.05,2.272727273,2.545,-0.7618,1.35,original
827,SHSY5Y,NRU,ZnO,24,60,86.767,126.45,-10.85,2.272727273,2.545,-0.7618,1.35,original
828,SHSY5Y,NRU,ZnO,24,30,99.258,30.15,-5.7,2.272727273,2.545,-0.7618,1.35,original
829,SHSY5Y,NRU,ZnO,24,60,96.289,30.15,-11,2.272727273,2.545,-0.7618,1.35,original
830,SHSY5Y,NRU,ZnO,24,120,92.579,30.15,-13.5,2.272727273,2.545,-0.7618,1.35,original
831,SHSY5Y,NRU,ZnO,24,240,95.547,30.15,-19.285,2.272727273,2.545,-0.7618,1.35,original
832,SHSY5Y,NRU,ZnO,24,30,97.403,45.3,-27.55,2.272727273,2.545,-0.7618,1.35,original
833,SHSY5Y,NRU,ZnO,24,60,55.473,45.3,71.23,2.272727273,2.545,-0.7618,1.35,original
834,SHSY5Y,NRU,ZnO,24,120,3.8961,45.3,20.83,2.272727273,2.545,-0.7618,1.35,original
835,SHSY5Y,NRU,ZnO,24,240,4.4527,45.3,-35.035,2.272727273,2.545,-0.7618,1.35,original
836,SHSY5Y,NRU,ZnO,24,10,15.174,1.5,-22.7,2.272727273,2.545,-0.7618,1.35,original
837,SHSY5Y,NRU,ZnO,24,10,98.172,4.2,-8.72,2.272727273,2.545,-0.7618,1.35,original
838,SHSY5Y,NRU,ZnO,24,10,103.47,13.6,-36.2,2.272727273,2.545,-0.7618,1.35,original
839,Macrophages,MTT,ZnO,24,10,14.259,1.5,-27,2.272727273,2.545,-0.7618,1.35,original
840,Macrophages,MTT,ZnO,24,10,90.494,4.2,-8.72,2.272727273,2.545,-0.7618,1.35,original
841,Macrophages,MTT,ZnO,24,10,79.087,13.6,25.85,2.272727273,2.545,-0.7618,1.35,original
842,Macrophages,MTT,ZnO,24,0.001,90.573,1.5,-88.25,2.272727273,2.545,-0.7618,1.35,original
843,HUVEC,CVS,SiO2,24,0.01,87.616,1.5,-88.25,7.407407407,2.926666667,-1.2,1.1,original
844,HUVEC,CVS,SiO2,24,0.1,75.97,1.5,-43.7,7.407407407,2.926666667,-1.2,1.1,original
845,HUVEC,CVS,SiO2,24,1,56.562,1.5,10.4,7.407407407,2.926666667,-1.2,1.1,original
846,HUVEC,CVS,SiO2,24,10,0.92421,1.5,-27,7.407407407,2.926666667,-1.2,1.1,original
847,HUVEC,CVS,SiO2,24,0.001,80.591,1.5,-8.24,7.407407407,2.926666667,-1.2,1.1,original
848,HUVEC,CVS,SiO2,24,0.01,66.174,1.5,17.6,7.407407407,2.926666667,-1.2,1.1,original
849,HUVEC,CVS,SiO2,24,0.1,62.477,1.5,17.6,7.407407407,2.926666667,-1.2,1.1,original
850,HUVEC,CVS,SiO2,24,1,38.078,1.5,-38.7,7.407407407,2.926666667,-1.2,1.1,original
851,HUVEC,CVS,SiO2,24,50,96.19,6,-22.62,7.407407407,2.926666667,-1.2,1.1,original
852,HUVEC,CVS,SiO2,24,100,75.873,6,-36.25,7.407407407,2.926666667,-1.2,1.1,original
853,HUVEC,CVS,SiO2,24,200,47.09,6,-45.5,7.407407407,2.926666667,-1.2,1.1,original
854,HUVEC,CVS,SiO2,24,400,37.249,6,-25.165,7.407407407,2.926666667,-1.2,1.1,original
855,HUVEC,CVS,SiO2,24,50,98.836,12.5,6.53,7.407407407,2.926666667,-1.2,1.1,original
856,HUVEC,CVS,SiO2,24,100,89.63,12.5,-9.18,7.407407407,2.926666667,-1.2,1.1,original
857,HUVEC,CVS,SiO2,24,200,78.836,12.5,-23.19,7.407407407,2.926666667,-1.2,1.1,original
858,HepG2,MTT,ZnO,24,400,77.778,12.5,6.01,2.272727273,2.545,-0.7618,1.35,original
859,HepG2,MTT,ZnO,24,50,94.301,6,-8.82,2.272727273,2.545,-0.7618,1.35,original
860,HepG2,MTT,ZnO,24,100,93.534,6,-8.3,2.272727273,2.545,-0.7618,1.35,original
861,HepG2,MTT,ZnO,24,200,89.918,6,-8.34,2.272727273,2.545,-0.7618,1.35,original
862,HepG2,MTT,TiO2,24,400,81.479,6,20.02,5.369127517,2.806666667,-0.93,1.4,original
863,HepG2,MTT,TiO2,24,50,87.945,12.5,-27.06,5.369127517,2.806666667,-0.93,1.4,original
864,HepG2,MTT,TiO2,24,100,78.082,12.5,-36.25,5.369127517,2.806666667,-0.93,1.4,original
865,HepG2,MTT,TiO2,24,200,66.904,12.5,-9.18,5.369127517,2.806666667,-0.93,1.4,original
866,HepG2,MTT,CuO,24,400,48.164,12.5,-13.315,2.298850575,2.67,0.337,1.35,original
867,HepG2,MTT,CuO,24,50,89.18,6,-8.36,2.298850575,2.67,0.337,1.35,original
868,HepG2,MTT,CuO,24,100,72.85,6,-27,2.298850575,2.67,0.337,1.35,original
869,HepG2,MTT,CuO,24,200,57.024,6,-26.23,2.298850575,2.67,0.337,1.35,original
870,HepG2,MTT,Co3O4,24,400,47.125,6,-8.915,3.058103976,2.771428571,-0.34,1.35,original
871,HepG2,MTT,Co3O4,24,50,90.82,12.5,-27.06,3.058103976,2.771428571,-0.34,1.35,original
872,HepG2,MTT,Co3O4,24,100,83.695,12.5,-17.86,3.058103976,2.771428571,-0.34,1.35,original
873,HepG2,MTT,Co3O4,24,200,75.687,12.5,-9.64,3.058103976,2.771428571,-0.34,1.35,original
874,Hepatocytes,MTT,ZnO,24,400,71.841,12.5,6.01,2.272727273,2.545,-0.7618,1.35,original
875,Hepatocytes,MTT,ZnO,24,50,86.145,6,-8.36,2.272727273,2.545,-0.7618,1.35,original
876,Hepatocytes,MTT,ZnO,24,100,69.675,6,-27,2.272727273,2.545,-0.7618,1.35,original
877,Hepatocytes,MTT,ZnO,24,200,43.917,6,-45.5,2.272727273,2.545,-0.7618,1.35,original
878,Hepatocytes,MTT,TiO2,24,400,32.09,6,-25.2,5.369127517,2.806666667,-0.93,1.4,original
879,Hepatocytes,MTT,TiO2,24,50,91.84,12.5,-27.06,5.369127517,2.806666667,-0.93,1.4,original
880,Hepatocytes,MTT,TiO2,24,100,84.568,12.5,-17.86,5.369127517,2.806666667,-0.93,1.4,original
881,Hepatocytes,MTT,TiO2,24,200,75.632,12.5,-9.64,5.369127517,2.806666667,-0.93,1.4,original
882,Hepatocytes,MTT,CuO,24,400,68.711,12.5,6.01,2.298850575,2.67,0.337,1.35,original
883,Hepatocytes,MTT,CuO,24,50,78.221,6,-43,2.298850575,2.67,0.337,1.35,original
884,Hepatocytes,MTT,CuO,24,100,68.798,6,-27,2.298850575,2.67,0.337,1.35,original
885,Hepatocytes,MTT,CuO,24,200,52.139,6,-8.395,2.298850575,2.67,0.337,1.35,original
886,Hepatocytes,MTT,Co3O4,24,400,30.264,6,-25.2,3.058103976,2.771428571,-0.34,1.35,original
887,Hepatocytes,MTT,Co3O4,24,50,88.654,12.5,-27.06,3.058103976,2.771428571,-0.34,1.35,original
888,Hepatocytes,MTT,Co3O4,24,100,78.642,12.5,-36.25,3.058103976,2.771428571,-0.34,1.35,original
889,Hepatocytes,MTT,Co3O4,24,200,67.704,12.5,-9.18,3.058103976,2.771428571,-0.34,1.35,original
890,A549,MTT,TiO2,24,400,60.805,12.5,-12.4,5.369127517,2.806666667,-0.93,1.4,original
891,A549,MTT,TiO2,24,1,103.7,8,-56.9,5.369127517,2.806666667,-0.93,1.4,original
892,A549,MTT,TiO2,24,5,98.413,8,-56.9,5.369127517,2.806666667,-0.93,1.4,original
893,A549,MTT,TiO2,24,10,85.185,8,-56.9,5.369127517,2.806666667,-0.93,1.4,original
894,A549,MTT,TiO2,24,25,74.074,8,-56.9,5.369127517,2.806666667,-0.93,1.4,original
895,A549,MTT,TiO2,24,50,41.799,8,-56.9,5.369127517,2.806666667,-0.93,1.4,original
896,A549,MTT,TiO2,24,75,16.931,8,-56.9,5.369127517,2.806666667,-0.93,1.4,original
897,A549,MTT,TiO2,24,100,18.519,8,-56.9,5.369127517,2.806666667,-0.93,1.4,original
898,A549,MTT,TiO2,24,1,103.17,6,-50.9,5.369127517,2.806666667,-0.93,1.4,original
899,A549,MTT,TiO2,24,5,77.249,6,-50.9,5.369127517,2.806666667,-0.93,1.4,original
900,A549,MTT,TiO2,24,10,50.794,6,-50.9,5.369127517,2.806666667,-0.93,1.4,original
901,A549,MTT,TiO2,24,25,23.81,6,-50.9,5.369127517,2.806666667,-0.93,1.4,original
902,A549,MTT,TiO2,24,50,20.106,6,-50.9,5.369127517,2.806666667,-0.93,1.4,original
903,A549,MTT,TiO2,24,75,16.931,6,-50.9,5.369127517,2.806666667,-0.93,1.4,original
904,A549,MTT,TiO2,24,100,16.931,6,-50.9,5.369127517,2.806666667,-0.93,1.4,original
905,A549,MTT,TiO2,24,1,105.29,25.76,-46.8,5.369127517,2.806666667,-0.93,1.4,original
906,A549,MTT,TiO2,24,5,102.65,25.76,-46.8,5.369127517,2.806666667,-0.93,1.4,original
907,A549,MTT,TiO2,24,10,104.23,25.76,-46.8,5.369127517,2.806666667,-0.93,1.4,original
908,A549,MTT,TiO2,24,25,96.825,25.76,-46.8,5.369127517,2.806666667,-0.93,1.4,original
909,A549,MTT,TiO2,24,50,90.476,25.76,-46.8,5.369127517,2.806666667,-0.93,1.4,original
