,generations,mean,max
0,1,11.538886037647623,23.973462074768953
1,2,12.743102097454386,23.973462074768953
2,3,14.880900575712024,24.956914676645383
3,4,16.17085771454692,26.89569764835582
4,5,17.57127693715445,29.175128657963747
5,6,18.33149474836272,29.175128657963747
6,7,18.381516707512716,29.175128657963747
7,8,17.883551994696038,29.175128657963747
8,9,19.481211645457496,29.832672691740555
9,10,18.887399896225737,29.832672691740555
10,11,19.226226071615486,30.546831943797628
11,12,20.32402588741982,30.789487884037406
12,13,20.213825759818857,30.789487884037406
13,14,20.297094163694954,30.789487884037406
14,15,20.517202924753754,30.789487884037406
15,16,20.704378673780237,30.789487884037406
16,17,20.373029893122517,30.789487884037406
17,18,20.191844552873384,30.789487884037406
18,19,20.396064691909533,30.789487884037406
19,20,19.841561099824634,30.789487884037406
20,21,19.92609429200338,30.789487884037406
21,22,19.960853005364687,30.789487884037406
22,23,19.960646027411585,30.789487884037406
23,24,20.897400026993658,30.789487884037406
24,25,20.987426768675537,30.789487884037406
25,26,20.705683553437105,30.789487884037406
26,27,20.51974340643752,30.862569250796767
27,28,21.595121892174525,32.83249440058642
28,29,20.812186815084946,32.83249440058642
29,30,20.630223481722844,32.83249440058642
30,31,20.332490061964236,32.83249440058642
31,32,20.08102583021006,32.83249440058642
32,33,20.438145250689992,33.57832219408182
33,34,20.34034767050018,34.746425442334086
34,35,20.168234050667106,34.746425442334086
35,36,20.147697181787148,34.746425442334086
36,37,19.003317474520127,34.746425442334086
37,38,18.91179091081347,34.746425442334086
38,39,18.898974044960084,34.746425442334086
39,40,18.98383422211205,34.746425442334086
40,41,19.643768958641562,34.746425442334086
41,42,19.47474585499998,34.746425442334086
42,43,19.376295073537644,34.746425442334086
43,44,19.22371082218508,34.746425442334086
44,45,21.02209114027118,34.746425442334086
45,46,20.282377127119087,34.746425442334086
46,47,21.97658080054236,34.746425442334086
47,48,21.781207346878396,34.746425442334086
48,49,20.14752737523557,34.746425442334086
49,50,20.017784710302173,34.746425442334086
50,51,20.11186071654206,34.746425442334086
51,52,19.987168636094864,34.746425442334086
52,53,19.8075806779848,34.746425442334086
53,54,19.213055049321976,34.746425442334086
54,55,19.433381391369345,34.990071394622824
55,56,19.987541130783097,34.990071394622824
56,57,20.092488634603445,34.990071394622824
57,58,20.11030867187263,34.990071394622824
58,59,20.501021245557023,34.990071394622824
59,60,20.131978456372483,34.990071394622824
60,61,20.97913064572764,34.990071394622824
61,62,21.10538445413921,34.990071394622824
62,63,19.888419346338978,34.990071394622824
63,64,20.542038932729387,35.8211782571697
64,65,19.8128585120211,35.8211782571697
65,66,19.472039375197127,35.8211782571697
66,67,19.88626537556087,35.8211782571697
67,68,19.82685489005031,35.8211782571697
68,69,19.69983302890541,35.8211782571697
69,70,20.464433627610948,35.8211782571697
70,71,20.112262751732292,35.8211782571697
71,72,20.723383238453057,35.8211782571697
72,73,20.863695019525046,35.8211782571697
73,74,21.16754195935878,35.8211782571697
74,75,20.256614030279245,35.8211782571697
75,76,20.382425999750847,35.8211782571697
76,77,21.02591408374594,35.8211782571697
77,78,20.940539710688334,35.8211782571697
78,79,20.635351586156197,35.8211782571697
79,80,21.244970926414943,35.8211782571697
80,81,21.178441589283857,35.8211782571697
81,82,21.003907968430685,35.8211782571697
82,83,20.903501650107746,35.8211782571697
83,84,20.78487180047351,35.8211782571697
84,85,20.92573303141366,35.8211782571697
85,86,21.1090871646231,35.8211782571697
86,87,20.953212281632787,35.8211782571697
87,88,20.411525097449218,35.8211782571697
88,89,21.037804799137692,35.8211782571697
89,90,20.90864566062496,35.8211782571697
90,91,21.221830818145417,35.8211782571697
91,92,20.35879142472115,35.8211782571697
92,93,20.617287208761987,35.8211782571697
93,94,20.51628212116457,35.8211782571697
94,95,19.936110264255916,35.8211782571697
95,96,20.848637112001676,35.8211782571697
96,97,20.349800176924703,35.8211782571697
97,98,20.468011382515495,35.8211782571697
98,99,20.368117437190296,35.8211782571697
99,100,20.373520259106936,35.8211782571697
