,generations,mean,max
0,1,7.2007854657998935,15.720526641926384
1,2,8.55873844306375,15.720526641926384
2,3,11.520150757201694,15.720526641926384
3,4,11.57262124996185,15.720526641926384
4,5,11.917430446433492,15.720526641926384
5,6,12.148088944713642,21.95289056573897
6,7,12.168390318309871,21.95289056573897
7,8,12.110473239824566,21.95289056573897
8,9,12.160516728464627,21.95289056573897
9,10,13.06757279072103,21.95289056573897
10,11,11.825577855644463,21.95289056573897
11,12,12.25114928780609,21.95289056573897
12,13,11.792784364995743,21.95289056573897
13,14,11.368255442292192,21.95289056573897
14,15,12.689910574488561,21.95289056573897
15,16,12.580659456678795,21.95289056573897
16,17,11.519359351443821,21.95289056573897
17,18,11.714555753291132,21.95289056573897
18,19,11.807220249803056,21.95289056573897
19,20,11.035213064591952,21.95289056573897
20,21,14.03852272674984,22.44150369161092
21,22,13.621754951569889,22.44150369161092
22,23,11.328508528910247,22.44150369161092
23,24,11.730897524125618,22.44150369161092
24,25,12.07563987995603,22.44150369161092
25,26,11.876772965034647,22.44150369161092
26,27,11.826361877722036,22.44150369161092
27,28,11.418689912947771,22.44150369161092
28,29,11.29877215091596,22.44150369161092
29,30,11.385254806927207,22.44150369161092
30,31,12.589762489910854,24.518066090090286
31,32,11.253237573890834,24.518066090090286
32,33,11.264340783188432,24.518066090090286
33,34,13.347732465157412,24.518066090090286
34,35,13.251627588664931,24.518066090090286
35,36,12.618604326418756,24.518066090090286
36,37,12.913340107920686,24.518066090090286
37,38,13.006991431993114,24.518066090090286
38,39,12.000135348404202,24.518066090090286
39,40,11.610899603214733,26.776247723172432
40,41,11.03279114272273,26.776247723172432
41,42,11.314807431066619,26.776247723172432
42,43,11.125362867108752,26.776247723172432
43,44,11.95650416193839,26.776247723172432
44,45,11.32431121907552,26.776247723172432
45,46,12.17508705248364,26.776247723172432
46,47,10.614554034261415,26.776247723172432
47,48,10.553215226176436,26.776247723172432
48,49,11.157390114527036,26.776247723172432
49,50,11.713275244672326,26.776247723172432
50,51,10.731860924993953,26.776247723172432
51,52,12.550984882815582,26.776247723172432
52,53,13.243293614552071,26.776247723172432
53,54,14.100327673838294,26.776247723172432
54,55,12.311730532685058,26.776247723172432
55,56,12.621292085318313,26.776247723172432
56,57,12.43572993130517,26.776247723172432
57,58,12.422973247873744,26.776247723172432
58,59,11.394126077716617,26.776247723172432
59,60,11.565902749147313,26.776247723172432
60,61,11.553200665694089,26.776247723172432
61,62,12.01792952550689,26.776247723172432
62,63,12.523186586428222,26.776247723172432
63,64,11.621344801311905,26.776247723172432
64,65,11.161077917488889,26.776247723172432
65,66,12.512770237108663,26.776247723172432
66,67,12.924806595346835,26.776247723172432
67,68,12.864515737342463,26.776247723172432
68,69,12.949702878346608,26.776247723172432
69,70,12.683529846425609,26.776247723172432
70,71,12.266583365477082,26.776247723172432
71,72,11.726792213074996,26.776247723172432
72,73,12.328351853794398,26.776247723172432
73,74,12.094392660274426,26.776247723172432
74,75,12.145788285095678,26.776247723172432
75,76,12.81488741402067,26.776247723172432
76,77,12.560454501864957,27.01651997036481
77,78,11.970233396115681,27.01651997036481
78,79,14.117472898871393,27.01651997036481
79,80,12.102380209082012,27.01651997036481
80,81,12.263317231826377,27.01651997036481
81,82,11.164434310075395,27.01651997036481
82,83,12.053873145458939,27.01651997036481
83,84,10.671584502862084,27.01651997036481
84,85,11.247808594985568,27.01651997036481
85,86,11.969627567226645,27.01651997036481
86,87,12.16871280986818,27.01651997036481
87,88,13.684345843504826,27.01651997036481
88,89,14.031074731640143,27.01651997036481
89,90,13.88988994899348,27.01651997036481
90,91,12.84024832382638,27.01651997036481
91,92,13.364289301031958,27.01651997036481
92,93,12.544792910716316,27.01651997036481
93,94,9.93642058813686,27.01651997036481
94,95,12.23835539053136,27.01651997036481
95,96,11.087487972239616,27.01651997036481
96,97,11.429683169228966,27.01651997036481
97,98,12.297336497668587,27.01651997036481
98,99,13.006670912155277,27.01651997036481
99,100,11.54313154503363,27.01651997036481
