,generations,mean,max
0,1,-2.8622264448466863,4.446035272151349
1,2,-2.4181666139078226,6.410660890428176
2,3,-0.008191661276054023,6.410660890428176
3,4,1.1367235154547284,9.26405487521123
4,5,1.636243094024072,9.26405487521123
5,6,1.776933659938949,9.26405487521123
6,7,1.755569046745151,9.26405487521123
7,8,2.196664807215281,9.590935031451522
8,9,2.5381202647940317,9.590935031451522
9,10,2.815559300887104,9.590935031451522
10,11,3.097268530155958,9.590935031451522
11,12,3.340348404186221,9.590935031451522
12,13,3.3189779953521894,9.590935031451522
13,14,3.6492779842689456,12.666896301919863
14,15,3.488210658362363,12.666896301919863
15,16,3.3189397168671917,13.767468915597007
16,17,3.386532333191897,13.767468915597007
17,18,3.3842421608860955,13.767468915597007
18,19,3.2521101311283207,13.767468915597007
19,20,3.4692536889728682,13.767468915597007
20,21,3.6200572338761927,14.252650988959573
21,22,4.223480884908327,14.252650988959573
22,23,3.916791454681939,14.252650988959573
23,24,3.7845824562523602,14.252650988959573
24,25,3.5835354271351343,14.252650988959573
25,26,3.775582092431071,14.252650988959573
26,27,3.7061976560942416,14.252650988959573
27,28,3.9022621586005677,14.252650988959573
28,29,4.4221044434934695,14.755634993298848
29,30,4.078405565927733,14.755634993298848
30,31,3.975296466050186,14.755634993298848
31,32,3.854851958649723,14.755634993298848
32,33,4.078447514330465,14.755634993298848
33,34,4.2996892081591165,14.755634993298848
34,35,4.489239784659349,14.755634993298848
35,36,4.602142847492802,14.755634993298848
36,37,4.73132704460136,14.755634993298848
37,38,4.765443637644382,14.755634993298848
38,39,4.8566516270320825,14.755634993298848
39,40,5.100237018590534,14.755634993298848
40,41,5.293910496043871,14.755634993298848
41,42,5.309898510117101,15.029818534213078
42,43,5.252494152673556,15.029818534213078
43,44,5.351907361117585,15.029818534213078
44,45,5.280884759009476,15.029818534213078
45,46,5.392244179265026,15.029818534213078
46,47,5.480272109725848,15.029818534213078
47,48,5.460430001524215,15.029818534213078
48,49,5.279630926894975,15.029818534213078
49,50,5.271504310226083,15.029818534213078
50,51,5.290807927510439,15.029818534213078
51,52,5.279592260247992,15.029818534213078
52,53,5.287038787399166,15.029818534213078
53,54,5.1678800020844955,15.029818534213078
54,55,5.285189158455422,15.029818534213078
55,56,5.071129567043971,15.029818534213078
56,57,5.095449241722484,15.029818534213078
57,58,5.073334002525689,15.029818534213078
58,59,5.193790634545442,15.029818534213078
59,60,5.31368020811963,17.779399479635714
60,61,5.045074008978503,17.779399479635714
61,62,5.09315171883796,17.779399479635714
62,63,4.891896850552876,17.779399479635714
63,64,5.199804540488063,17.779399479635714
64,65,5.03646117072085,17.779399479635714
65,66,4.7750656544176495,17.779399479635714
66,67,4.71770545189836,17.779399479635714
67,68,4.770287460224484,17.779399479635714
68,69,4.897500868499897,20.25617240198627
69,70,4.718537967132307,20.25617240198627
70,71,4.768449421651738,20.25617240198627
71,72,4.902317980310834,20.25617240198627
72,73,4.923678997320221,20.25617240198627
73,74,4.837786770110944,20.25617240198627
74,75,4.9397575118551025,20.25617240198627
75,76,5.039170235441463,20.25617240198627
76,77,4.9929454801352895,20.25617240198627
77,78,4.968596360250669,20.25617240198627
78,79,5.309268747941781,20.25617240198627
79,80,5.056049425641036,20.25617240198627
80,81,4.773374194651516,20.25617240198627
81,82,4.406683327000369,20.25617240198627
82,83,4.294914059717732,20.25617240198627
83,84,4.3988362525801135,20.25617240198627
84,85,4.190723601110871,20.25617240198627
85,86,4.1995411478290725,20.25617240198627
86,87,4.2078795826716755,20.25617240198627
87,88,4.197624781789183,20.25617240198627
88,89,4.414769515346092,20.25617240198627
89,90,4.057310971196181,20.25617240198627
90,91,3.966684294751344,20.25617240198627
91,92,3.996811981287454,20.25617240198627
92,93,3.966315001228054,20.25617240198627
93,94,3.9478957377820647,20.25617240198627
94,95,4.135847415413536,20.25617240198627
95,96,3.9399172669590627,20.25617240198627
96,97,3.9632249728099826,20.25617240198627
97,98,3.9053605992974427,20.25617240198627
98,99,3.9558238784295336,20.25617240198627
99,100,3.9332260619366366,20.25617240198627
