,cell line,test,material,source,organism,cell type,morphology,tissue,disease,time (hr),concentration (ug/ml),Hydrodynamic diameter (nm),Zeta potential (mV),mcd,electronegativity,rox,radii,Valance_electron,amw,lipinskiHBA,lipinskiHBD,NumRotatableBonds,CrippenClogP,chi0v,chi1v,chi2v,hallKierAlpha,kappa1,norm_v,canc_v,Fitness
9,CHO-K1,CCK-8,TiO2,original,hamster,Animal,epithelial,ovary,Normal,4,10.0,199.89,-33.75,5.369127517,2.806666667,-0.93,1.4,16,79.865,2,0,0,-0.2401,2.878049394,1.683250823,0.0,0.314285714,3.314285714,82.85209550920226,78.40606023705091,4.446035272151349
84,CHO-K1,XTT,CuO,original,hamster,Animal,epithelial,ovary,Normal,48,1000.0,158.75,-8.0,2.298850575,2.67,0.337,1.35,17,79.545,1,0,0,-0.1213,1.651411411,0.507519219,0.0,0.319480519,2.319480519,69.57395161152206,65.90166050299392,3.6722911085281424
16,CHO-K1,EZ4U,Fe3O4,original,hamster,Animal,epithelial,ovary,Normal,3,140.5,87.82,-20.0,2.93255132,2.75,-0.239,1.4,48,231.531,4,0,2,-0.4323,6.006207083,2.975595179,0.708333333,0.918441558,10.82035581,92.07967168654132,88.67475664995543,3.4049150365858907
12,CHO-K1,MTT,Fe3O4,original,hamster,Animal,epithelial,ovary,Normal,72,93.64,149.1,6.01,2.93255132,2.75,-0.239,1.4,48,231.531,4,0,2,-0.4323,6.006207083,2.975595179,0.708333333,0.918441558,10.82035581,73.75367290906217,70.69846580432285,3.055207104739324
17,CHO-K1,LDH,ZrO2,original,hamster,Animal,epithelial,ovary,Normal,48,600.0,30.09,-8.395,4.651162791,2.736666667,-1.45,1.55,16,123.222,2,0,0,-0.2401,3.774536472,2.415229458,0.0,0.483116883,3.483116883,61.80790704666241,58.77463587925002,3.033271167412387
89,CHO-K1,NRU,C,original,hamster,Animal,epithelial,ovary,Normal,2,256.0,157.15,-60.7,0.0,2.55,0.0,0.7,4,12.011,0,0,0,0.08129,0.5,0.0,0.0,0.0,0.0,92.8098067372228,90.96405270836205,1.8457540288607532
39,CHO-K1,EZ4U,C,original,hamster,Animal,epithelial,ovary,Normal,20,17.8,270.0,-29.1,0.0,2.55,0.0,0.7,4,12.011,0,0,0,0.08129,0.5,0.0,0.0,0.0,0.0,97.98862290939516,96.2521207438796,1.7365021655155601
35,CHO-K1,CytoTox-Glo,MgO,original,hamster,Animal,epithelial,ovary,Normal,48,150.0,206.9,-8.11,2.325581395,2.375,-2.372,1.5,8,40.304,1,0,0,-0.4996,2.529568634,0.866025404,0.0,0.566233766,2.566233766,62.226465626319595,60.91102611768662,1.315439508632977
65,CHO-K1,MTT,C,original,hamster,Animal,epithelial,ovary,Normal,3,15.625,82.73,-6.73,0.0,2.55,0.0,0.7,4,12.011,0,0,0,0.08129,0.5,0.0,0.0,0.0,0.0,88.57360258539255,87.55069842722781,1.0229041581647351
8,CHO-K1,CCK-8,TiO2,original,hamster,Animal,epithelial,ovary,Normal,4,31.2,24.59,-8.82,5.369127517,2.806666667,-0.93,1.4,16,79.865,2,0,0,-0.2401,2.878049394,1.683250823,0.0,0.314285714,3.314285714,80.1591820724943,79.78102686054734,0.3781552119469609
95,CHO-K1,LDH,Ca(HCO3)2,original,hamster,Animal,epithelial,ovary,Normal,12,87.5,24.5,-1.715,2.193,2.678333,-2.866,1.8,48,162.11,6,2,0,-2.6054,6.4428963,1.263710176,0.0,-0.20025974,15.91523464,72.0891088346139,71.82791953637722,0.2611892982366726
